localization_id,english,español
brlurb_wizard_tracking,"Spend 1 hold to learn the location of a specific person. You must have a personal object that belongs to the target or recent leavings of their body (a lock of hair, fingernail clippings, their blood, etc.).","Spend 1 hold to learn the location of a specific person. You must have a personal object that belongs to the target or recent leavings of their body (a lock of hair, fingernail clippings, their blood, etc.)."
brlurb_wizard_elementalism,You conjure the elements to strike out at your enemies. Spend 1 hold to turn to violence with your magic as a weapon (3-harm close or 2-harm close area).,You conjure the elements to strike out at your enemies. Spend 1 hold to turn to violence with your magic as a weapon (3-harm close or 2-harm close area).
brlurb_wizard_linking,"Spend 1 hold to telepathically link up to two characters in your presence for a few hours, allowing them to communicate with each other—and with you—regardless of distance. You may spend additional hold—1 for 1—to add more characters to this network, even if the other members are not present.","Spend 1 hold to telepathically link up to two characters in your presence for a few hours, allowing them to communicate with each other—and with you—regardless of distance. You may spend additional hold—1 for 1—to add more characters to this network, even if the other members are not present."
brlurb_wizard_shielding,"Spend 1 hold to provide armor+1 to yourself or someone nearby, or spend 2 hold to provide armor+1 to everyone in a small area, possibly including yourself. This armor lasts until the end of the scene. You can stack multiple uses of Shielding at once.","Spend 1 hold to provide armor+1 to yourself or someone nearby, or spend 2 hold to provide armor+1 to everyone in a small area, possibly including yourself. This armor lasts until the end of the scene. You can stack multiple uses of Shielding at once."
brlurb_wizard_veil,"Spend 1 hold to make yourself invisible from sight—mundane, supernatural, electronic, etc.—for a few moments.","Spend 1 hold to make yourself invisible from sight—mundane, supernatural, electronic, etc.—for a few moments."
brlurb_wizard_teleport,Spend 1 hold to teleport yourself a short distance within a scene you’re in.,Spend 1 hold to teleport yourself a short distance within a scene you’re in.
brlurb_wizard_trinket,"Spend 1 hold to produce a small, mundane object that perfectly fits your needs—a key for a single door, a bullet for a gun, etc.","Spend 1 hold to produce a small, mundane object that perfectly fits your needs—a key for a single door, a bullet for a gun, etc."
blurb_wizard_intimacy,"Decide if you  care about them. If you do, you form a sympathetic connection; you can target each other with magics at any range and intuitively know if the other is in danger. If you don’t, mark corruption.","Decide if you  care about them. If you do, you form a sympathetic connection; you can target each other with magics at any range and intuitively know if the other is in danger. If you don’t, mark corruption."
blurb_wizard_dark_arts,"When you turn to violence with magic or psychic energies, mark corruption to roll with Spirit instead of Blood.

**Turn to Violence**
**On a hit**, you inflict harm as established and your opposition chooses 1:
**•** they inflict harm on you
**•** they put you in a bad spot
**•** they create an opening to flee

**On a 10+**, you also choose one:
**•** you inflict terrible harm
**•** you take something from them
**•** you create an opportunity for an ally","When you turn to violence with magic or psychic energies, mark corruption to roll with Spirit instead of Blood.

**Turn to Violence**
**On a hit**, you inflict harm as established and your opposition chooses 1:
**•** they inflict harm on you
**•** they put you in a bad spot
**•** they create an opening to flee

**On a 10+**, you also choose one:
**•** you inflict terrible harm
**•** you take something from them
**•** you create an opportunity for an ally"
blurb_wizard_pale_horse,Mark corruption—1 for 1—and speak the true name of a character in the scene to inflict up to 3-harm (ap) on them; you may only target a character with this power once per session.,Mark corruption—1 for 1—and speak the true name of a character in the scene to inflict up to 3-harm (ap) on them; you may only target a character with this power once per session.
blurb_wizard_black_magic,"Mark corruption to ignore a requirement set by the MC when
using your Sanctum.","Mark corruption to ignore a requirement set by the MC when
using your Sanctum."
blurb_wizard_warding,Mark corruption to create a magical ward the size of a small room. The ward lasts for a month and a day or until you release it.,Mark corruption to create a magical ward the size of a small room. The ward lasts for a month and a day or until you release it.
